question,answer
譩譆穴的代号？,BL45
譩譆穴的解剖定位？,在斜方肌外缘，有髂肋肌；有第6肋间动、静脉背侧支；布有第5、6胸神经后支。
膈关怎么读？,Géguān
膈关穴的代号？,BL46
膈关穴的解剖定位？,有背阔肌、髂肋肌；有第7肋间动、静脉背侧支；布有第6、7胸神经后支。
魂门怎么读？,Húnmén
魂门穴的代号？,BL47
魂门穴的解剖定位？,有背阔肌、髂肋肌；有第9肋间动、静脉背侧支；布有第8、9胸神经后支。
阳纲怎么读？,Yánggāng
阳纲穴的代号？,BL48
阳纲穴的解剖定位？,有背阔肌、髂肋肌；有第10肋间动、静脉背侧支；布有第9、10胸神经后支。
意舍怎么读？,Yìshè
意舍穴的代号？,BL49
意舍穴的解剖定位？,有背阔肌、髂肋肌；有第11肋间动、静脉背侧支；布有第10、11胸神经后支。
胃仓怎么读？,Wèicāng
胃仓穴的代号？,BL50
胃仓穴的解剖定位？,有背阔肌、髂肋肌；有肋下动、静脉背侧支；布有第12胸神经和第1腰神经后支。
肓门怎么读？,Huāngmén
肓门穴的代号？,BL51
肓门穴的解剖定位？,有背阔肌、髂肋肌；有第1腰动、静脉背侧支；布有第1、2腰神经后支。
志室怎么读？,Zhìshì
志室穴的代号？,BL52
志室穴的解剖定位？,有背阔肌、髂肋肌；有第2腰动、静脉背侧支；布有第2、3腰神经后支。
胞肓怎么读？,Bāohuāng
胞肓穴的代号？,BL53
胞肓穴的解剖定位？,有臀大肌、臀中肌及臀小肌；正当臀上动、静脉处；布有臀上皮神经，深层为臀上神经。
秩边怎么读？,Zhìbiān
秩边穴的代号？,BL54
秩边穴的解剖定位？,有臀大肌，在梨状肌下缘；正当臀下动、静脉；布有臀下神经及股后皮神经，外侧为坐骨神经。
合阳怎么读？,Héyáng
合阳穴的代号？,BL55
合阳穴的解剖定位？,在腓肠肌二头之间；有小隐静脉，深层为腓动、静脉；布有腓肠内侧皮神经，深层为胫神经。
承筋怎么读？,Chéngjīn
承筋穴的代号？,BL56
承筋穴的解剖定位？,在腓肠肌两肌腹之间；有小隐静脉，深层为腓后动、静脉；布有腓肠内侧皮神经，深层为胫神经。
承山怎么读？,Chéngshān
承山穴的代号？,BL57
承山穴的解剖定位？,在腓肠肌两肌腹交界下端；有小隐静脉，深层为胫后动、静脉；布有腓肠内侧皮神经，深层为胫神经。
飞扬怎么读？,Fēiyáng
飞扬穴的代号？,BL58
飞扬穴的解剖定位？,有腓肠肌及比目鱼肌；有小隐静脉和胫后动、静脉分布；布有腓肠外侧皮神经。
跗阳怎么读？,Fūyáng
跗阳穴的代号？,BL59
跗阳穴的解剖定位？,在腓骨的后部，跟腱外前缘，深层为长屈肌；有小隐静脉，深层为腓动脉末支；布有腓肠神经。
昆仑怎么读？,Kūnlún
昆仑穴的代号？,BL60
昆仑穴的解剖定位？,有腓骨短肌；有小隐静脉及腓动、静脉；有腓肠神经经过。
仆参怎么读？,Púcān
仆参穴的代号？,BL61
仆参穴的解剖定位？,有腓动、静脉的跟骨外侧支；布有腓肠神经跟骨外侧支。
申脉怎么读？,Shēnmài
申脉穴的代号？,BL62
申脉穴的解剖定位？,在腓骨长短肌腱上缘；有外踝动脉网及小隐静脉；布有腓肠神经的足背外侧皮神经分支。
金门怎么读？,Jīnmén
金门穴的代号？,BL63
金门穴的解剖定位？,在腓骨长肌腱和小趾外展肌之间；有足底外侧动、静脉；布有足背外侧皮神经，深层为足底外侧神经。
京骨怎么读？,Jīnggǔ
京骨穴的代号？,BL64
京骨穴的解剖定位？,在小趾外展肌下方；有足底外侧动、静脉；布有足背外侧皮神经，深层为足底外侧神经。
束骨怎么读？,Shùgǔ
束骨穴的代号？,BL65
束骨穴的解剖定位？,在小趾外展肌下方；有第4趾跖侧总动、静脉；有第4趾跖侧神经及足背外侧皮神经分布。
足通谷怎么读？,Zútōnggǔ
足通谷穴的代号？,BL66
足通谷穴的解剖定位？,有趾跖侧动、静脉；布有趾跖侧固有神经及足背外侧皮神经。
至阴怎么读？,Zhìyīn
至阴穴的代号？,BL67
至阴穴的解剖定位？,有趾背动脉及趾跖侧固有动脉形成的动脉网；布有趾跖侧固有神经及足背外侧皮神经。
涌泉怎么读？,Yǒngquán
涌泉穴的代号？,KI1
涌泉穴的解剖定位？,有趾短屈肌腱、趾长屈肌腱、第2蚓状肌，深层为骨间肌；有来自胫前动脉的足底弓；布有足底内侧神经分支。
然谷怎么读？,Rángǔ
然谷穴的代号？,KI2
然谷穴的解剖定位？,有足大趾外展肌，有跖内侧动脉及跗内侧动脉分支；布有小腿内侧皮神经末支及足底内侧神经。
太溪怎么读？,Tàixī
太溪穴的代号？,KI3
太溪穴的解剖定位？,有胫后动、静脉分布；布有小腿内侧皮神经、胫神经。
大钟怎么读？,Dàzhōng
大钟穴的代号？,KI4
大钟穴的解剖定位？,有胫后动脉跟内侧支；布有小腿内侧皮神经及胫神经的跟骨内侧神经。
水泉怎么读？,Shuǐquán
水泉穴的代号？,KI5
水泉穴的解剖定位？,有胫后动脉跟内侧支；布有小腿内侧皮神经及胫神经的跟骨内侧神经。
照海怎么读？,Zhàohǎi
照海穴的代号？,KI6
照海穴的解剖定位？,在足大趾外展肌的止点处；后方有胫后动、静脉；布有小腿内侧皮神经，深部为胫神经本干。
复溜怎么读？,Fùliū
复溜穴的代号？,KI7
复溜穴的解剖定位？,在比目鱼肌下端移行于跟腱处的内侧；前方有胫后动、静脉；布有腓肠内侧皮神经、小腿内侧皮神经，深层为胫神经。
交信怎么读？,Jiāoxìn
交信穴的代号？,KI8
交信穴的解剖定位？,在趾长屈肌中；深层为胫后动、静脉；布有小腿内侧皮神经，后方为胫神经本干。
筑宾怎么读？,Zhùbīn
筑宾穴的代号？,KI9
筑宾穴的解剖定位？,在腓肠肌和趾长屈肌之间；深部有胫后动、静脉；布有腓肠内侧皮神经和小腿内侧皮神经，深部为胫神经本干。
阴谷怎么读？,Yīngǔ
阴谷穴的代号？,KI10
阴谷穴的解剖定位？,在半腱肌腱外侧缘；有膝上内侧动、静脉；布有股内侧皮神经。
横骨怎么读？,Hénggǔ
横骨穴的代号？,KI11
横骨穴的解剖定位？,有腹内、外斜肌腱膜，腹横肌腱膜和腹直肌；有腹壁下动、静脉及阴部外动脉；布有髂腹下神经分支。
大赫怎么读？,Dàhè
大赫穴的代号？,KI12
大赫穴的解剖定位？,有腹内、外斜肌腱膜，腹横肌腱膜和腹直肌；有腹壁下动、静脉肌支；布有肋下神经及髂腹下神经。
气穴怎么读？,Qìxué
气穴穴的代号？,KI13
气穴穴的解剖定位？,在腹内、外斜肌腱膜，腹横肌腱膜和腹直肌中；有腹壁下动、静脉肌支；布有肋下神经及髂腹下神经。
四满怎么读？,Sìmǎn
四满穴的代号？,KI14
四满穴的解剖定位？,肌肉、血管同大赫；布有第11肋间神经。
中注怎么读？,Zhōngzhù
中注穴的代号？,KI15
中注穴的解剖定位？,肌肉、血管同大赫；布有第10肋间神经。
肓俞怎么读？,Huāngshū
肓俞穴的代号？,KI16
肓俞穴的解剖定位？,肌肉、血管同大赫；布有第10肋间神经。
商曲怎么读？,Shāngqū
商曲穴的代号？,KI17
商曲穴的解剖定位？,在腹直肌内缘；有腹壁上动、静脉分支；布有第9肋间神经。
石关怎么读？,Shíguān
石关穴的代号？,KI18
石关穴的解剖定位？,在腹直肌内缘；有腹壁上动、静脉分支；布有第9肋间神经。
阴都怎么读？,Yīndū
阴都穴的代号？,KI19
阴都穴的解剖定位？,在腹直肌内缘，有腹壁上动、静脉分支；布有第8肋间神经。
腹通谷怎么读？,Fùtōnggǔ
腹通谷穴的代号？,KI20
腹通谷穴的解剖定位？,在腹直肌内缘，有腹壁上动、静脉分支；布有第8肋间神经。
幽门怎么读？,Yōumén
幽门穴的解剖定位？,KI21
幽门穴的解剖定位？,在腹直肌内缘，有腹壁上动、静脉分支；布有第7肋间神经。
步廊怎么读？,Bùláng
步廊穴的代号？,KI22
步廊穴的解剖定位？,浅部为乳腺组织（男性乳腺组织不明显），其下为胸大肌起始部，有肋间外韧带及肋间内肌；有第5肋间动、静脉；布有第5肋间神经前皮支，深部为第5肋间神经。
神封怎么读？,Shénfēng
神封穴的代号？,KI23
神封穴的解剖定位？,浅部为乳腺组织（男性乳腺组织不明显），其下为胸大肌，有肋间外韧带及肋间内肌；有第4肋间动、静脉；布有第4肋间神经前皮支，深部为第4肋间神经。
灵墟怎么读？,Língxū
灵墟穴的代号？,KI24
灵墟穴的解剖定位？,浅部为乳腺组织（男性乳腺组织不明显），其下为胸大肌，有肋间外韧带及肋间内肌；有第3肋间动、静脉；布有第3肋间神经前皮支，深部为第3肋间神经。
神藏怎么读？,Shéncáng
神藏穴的代号？,KI25
神藏穴的解剖定位？,在胸大肌中，有肋间外韧带及肋间内肌；有第2肋间动、静脉；布有第2肋间神经前皮支，深部为第2肋间神经。
彧中怎么读？,Yùzhōng
彧中穴的代号？,KI26
彧中穴的解剖定位？,在胸大肌中，有肋间外韧带及肋间内肌；有第1肋间动、静脉；布有第1肋间神经前皮支，深部为第1肋间神经，皮下有锁骨上神经前支。
俞府怎么读？,Shūfǔ
俞府穴的代号？,KI27
俞府穴的解剖定位？,在胸大肌中，有胸内动、静脉的前穿支；布有锁骨上神经前支。
,
天池怎么读？,Tiānchí
天池穴的代号？,PC1
天池穴的解剖定位？,浅部为乳腺组织（男性乳腺组织不明显），其下为胸大肌外下部，胸小肌下部起端，深部为第4肋间内、外肌；有胸腹壁静脉，胸外侧动、静脉分支；布有胸前神经肌支及第4肋间神经。
天泉怎么读？,Tiānquán
天泉穴的代号？,PC2
天泉穴的解剖定位？,在肱二头肌的长、短头之间；有肱动、静脉肌支；布有臂内侧皮神经及肌皮神经。
曲泽怎么读？,Qūzé
曲泽穴的代号？,PC3
曲泽穴的解剖定位？,在肱二头肌腱的尺侧；当肱动、静脉处；布有正中神经的主干。
郄门怎么读？,Xìmén
郄门穴的代号？,PC4
郄门穴的解剖定位？,"在桡侧腕屈肌腱与掌长肌腱之间，浅部有指浅屈肌，深部为指
深屈肌；有前臂正中动、静脉，深部为前臂掌侧骨间动、静脉；布有前
臂内侧皮神经，其下为正中神经，深层有前臂掌侧骨间神经。"
间使怎么读？,Jiānshǐ
间使穴的代号？,PC5
间使穴的解剖定位？,在桡侧腕屈肌腱与掌长肌腱之间，有指浅屈肌，深部为指深屈肌；有前臂正中动、静脉，深部为前臂掌侧骨间动、静脉；布有前臂内侧皮神经，其下为正中神经，深层有前臂掌侧骨间神经。
内关怎么读？,Nèiguān
内关穴的代号？,PC6
内关穴的解剖定位？,在桡侧腕屈肌腱与掌长肌腱之间，浅部有指浅屈肌，深部为指深屈肌；有前臂正中动、静脉，深部为前臂掌侧骨间动、静脉；布有前臂内侧皮神经，其下为正中神经，深层有前臂掌侧骨间神经。
大陵怎么读？,Dàlíng
大陵穴的代号？,PC7
大陵穴的解剖定位？,在掌长肌腱与桡侧腕屈肌腱之间，有拇长屈肌和指深屈肌腱；有腕掌侧动、静脉网；布有前臂内侧皮神经、正中神经掌皮支，深层为正中神经本干。
劳宫怎么读？,Láogōng
劳宫穴的代号？,PC8
劳宫穴的解剖定位？,在第2、3掌骨间，下为掌腱膜，第2蚓状肌及指浅、深屈肌腱，深层为拇指内收肌横头的起点，有骨间肌；有指掌侧总动脉；布有正中神经的第2指掌侧总神经。
中冲怎么读？,Zhōngchōng
中冲穴的代号？,PC9
中冲穴的解剖定位？,有指掌侧固有动、静脉所形成的动、静脉网；为正中神经的指掌侧固有神经分布处。
关冲怎么读？,Guānchōng
关冲穴的代号？,TE1
关冲穴的解剖定位？,有指掌侧固有动、静脉所形成的动、静脉网；布有尺神经的指掌侧固有神经。
液门怎么读？,Yèmén
液门穴的代号？,TE2
液门穴的解剖定位？,有尺动脉的指背动脉；布有尺神经的手背支。
中渚怎么读？,Zhōngzhǔ
中渚穴的代号？,TE3
中渚穴的解剖定位？,有第4骨间肌；皮下有手背静脉网及第4掌背动脉；布有尺神经的手背支。
阳池怎么读？,Yángchí
阳池穴的代号？,TE4
阳池穴的解剖定位？,有皮下手背静脉网，第4掌背动脉；布有尺神经手背支及前臂背侧皮神经末支。
外关怎么读？,Wàiguān
外关穴的代号？,TE5
外关穴的解剖定位？,在桡骨与尺骨之间，指总伸肌与拇长伸肌之间；深层有前臂骨间背侧动脉和掌侧动、静脉；布有前臂背侧皮神经，深层有前臂骨间背侧神经及掌侧神经。
支沟怎么读？,Zhīgōu
支沟穴的代号？,TE6
支沟穴的解剖定位？,在桡骨与尺骨之间，指总伸肌与拇长伸肌之间；深层有前臂骨间背侧动脉和掌侧动、静脉；布有前臂背侧皮神经，深层有前臂骨间背侧神经及掌侧神经。
会宗怎么读？,Huìzōng
会宗穴的代号？,TE7
会宗穴的解剖定位？,在尺骨桡侧缘，在小指固有伸肌和尺侧腕伸肌之间；深层有前臂骨间背侧动、静脉；布有前臂背侧皮神经，深层有前臂骨间背侧神经及骨间掌侧神经。
三阳络怎么读？,Sānyángluò
三阳络穴的代号？,TE8
三阳络穴的解剖定位？,在指总伸肌与拇长展肌起端之间；有前臂骨间背侧动、静脉；布有前臂背侧皮神经，深层有前臂骨间背侧神经。
四渎怎么读？,Sìdú
四渎穴的代号？,TE9
四渎穴的解剖定位？,在指总伸肌与尺侧腕伸肌之间；深层有前臂骨间背侧动、静脉；布有前臂背侧皮神经，深层有前臂骨间背侧神经。
天井怎么读？,Tiānjǐng
天井穴的代号？,TE10
天井穴的解剖定位？,在肱骨下端鹰嘴窝中，有肱三头肌腱；有肘关节动、静脉网；布有前臂背侧皮神经和桡神经肌支。
清泠渊怎么读？,Qīnglíngyuān
清泠渊穴的代号？,TE11
清泠渊穴的解剖定位？,在肱三头肌下部；有中副动、静脉末支；布有前臂背侧皮神经和桡神经肌支。
消泺怎么读？,Xiāoluò
消泺穴的代号？,TE12
消泺穴的解剖定位？,在肱三头肌肌腹之间；有中副动、静脉末支；布有前臂背侧皮神经和桡神经肌支。
臑会怎么读？,Nàohuì
臑会穴的代号？,TE13
臑会穴的解剖定位？,在肱三头肌长头与外侧头之间；有中副动、静脉末支；布有前臂背侧皮神经和桡神经肌支，深层为桡神经。
